event_id,log,source,category,subcategory,description,sample,reference,how_to_collect,sample_type,mitre_techniques,acsc_priority_log,nist_800_53_au,field_schema,group_policy_path,opposite_event_id,cim_mapping
4005,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Starting manual processing of policy for user {PrincipalSamName}. Activity id: {PolicyActivityId},"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      4005
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Starting manual processing of policy for user {PrincipalSamName}. Activity id: {PolicyActivityId}","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
4006,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Starting periodic policy processing for computer {PrincipalSamName}. Activity id: {PolicyActivityId},"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      4006
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Starting periodic policy processing for computer {PrincipalSamName}. Activity id: {PolicyActivityId}","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
4007,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Starting periodic policy processing for user {PrincipalSamName}. Activity id: {PolicyActivityId},"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      4007
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Starting periodic policy processing for user {PrincipalSamName}. Activity id: {PolicyActivityId}","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
4016,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Starting {CSEExtensionName} Extension Processing. List of applicable Group Policy objects: ({GPOListStatusString}){DescriptionString},"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      4016
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Starting {CSEExtensionName} Extension Processing. List of applicable Group Policy objects: ({GPOListStatusString}){DescriptionString}","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
4017,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,{OperationDescription} {Parameter},"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      4017
Level:         Information
Computer:      WKS-0142.corp.local
Description:
{OperationDescription} {Parameter}","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
4018,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Starting {ScriptType} for {PrincipalSamName}.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      4018
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Starting {ScriptType} for {PrincipalSamName}.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
4019,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Running script name {ScriptName}.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      4019
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Running script name {ScriptName}.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
4115,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Group Policy Service started.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      4115
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Group Policy Service started.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
4116,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,(Event from Microsoft-Windows-GroupPolicy; no message template provided by the manifest),"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      4116
Level:         Information
Computer:      WKS-0142.corp.local
Description:
(no message template provided by the manifest for this event)","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
4117,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Group Policy Session started.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      4117
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Group Policy Session started.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
4126,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Group Policy receiving applicable GPOs from the domain controller.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      4126
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Group Policy receiving applicable GPOs from the domain controller.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,7126,
4216,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Starting to save policies to the local datastore.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      4216
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Starting to save policies to the local datastore.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
4217,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Starting to load policies from the local datastore.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      4217
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Starting to load policies from the local datastore.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
4218,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Starting the first WMI query for the policy.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      4218
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Starting the first WMI query for the policy.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
4257,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Starting to download policies.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      4257
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Starting to download policies.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
4326,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,(Event from Microsoft-Windows-GroupPolicy; no message template provided by the manifest),"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      4326
Level:         Information
Computer:      WKS-0142.corp.local
Description:
(no message template provided by the manifest for this event)","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5016,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Completed {CSEExtensionName} Extension Processing in {CSEElaspedTimeInMilliSeconds} milliseconds.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5016
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Completed {CSEExtensionName} Extension Processing in {CSEElaspedTimeInMilliSeconds} milliseconds.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5017,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,"{OperationDescription} {Parameter}
The call completed in {OperationElaspedTimeInMilliSeconds} milliseconds.","Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5017
Level:         Information
Computer:      WKS-0142.corp.local
Description:
{OperationDescription} {Parameter}
The call completed in {OperationElaspedTimeInMilliSeconds} milliseconds.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,7017,
5018,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Completed {ScriptType} for {PrincipalSamName} in {ScriptElaspedTimeInSeconds} seconds.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5018
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Completed {ScriptType} for {PrincipalSamName} in {ScriptElaspedTimeInSeconds} seconds.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5019,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Completed {ScriptName} in {ScriptElaspedTimeInSeconds} seconds.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5019
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Completed {ScriptName} in {ScriptElaspedTimeInSeconds} seconds.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5115,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Group Policy Service stopped.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5115
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Group Policy Service stopped.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5116,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Successfully completed the Group Policy Service initialization phase.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5116
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Successfully completed the Group Policy Service initialization phase.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5117,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Group policy session completed successfully.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5117
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Group policy session completed successfully.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5126,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Group Policy successfully got applicable GPOs from the domain controller.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5126
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Group Policy successfully got applicable GPOs from the domain controller.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5216,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Successfully saved policies to the local datastore.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5216
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Successfully saved policies to the local datastore.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5217,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Successfully loaded policies from the local datastore.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5217
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Successfully loaded policies from the local datastore.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5218,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Successfully completed the first WMI query.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5218
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Successfully completed the first WMI query.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5257,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Successfully completed downloading policies.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5257
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Successfully completed downloading policies.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5308,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Domain Controller details: 	Domain Controller Name : {DCName}	Domain Controller IP Address : {DCIPAddress},"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5308
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Domain Controller details: 	Domain Controller Name : {DCName}	Domain Controller IP Address : {DCIPAddress}","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5309,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Computer details: 	Computer role : {MachineRole}	Network name : {NetworkName},"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5309
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Computer details: 	Computer role : {MachineRole}	Network name : {NetworkName}","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5310,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Account details: 	Account Name : {PrincipalCNName}	Account Domain Name : {PrincipalDomainName}	DC Name : {DCName}	DC Domain Name : {DCDomainName},"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5310
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Account details: 	Account Name : {PrincipalCNName}	Account Domain Name : {PrincipalDomainName}	DC Name : {DCName}	DC Domain Name : {DCDomainName}","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5311,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,The loopback policy processing mode is {PolicyProcessingMode}.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5311
Level:         Information
Computer:      WKS-0142.corp.local
Description:
The loopback policy processing mode is {PolicyProcessingMode}.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5312,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,List of applicable Group Policy objects: {DescriptionString},"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5312
Level:         Information
Computer:      WKS-0142.corp.local
Description:
List of applicable Group Policy objects: {DescriptionString}","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5313,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,The following Group Policy objects were not applicable because they were filtered out : {DescriptionString},"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5313
Level:         Information
Computer:      WKS-0142.corp.local
Description:
The following Group Policy objects were not applicable because they were filtered out : {DescriptionString}","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5314,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,A {LinkDescription} link was detected. The Estimated bandwidth is {BandwidthInkbps} kbps. The slow link threshold is {ThresholdInkbps} kbps.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5314
Level:         Information
Computer:      WKS-0142.corp.local
Description:
A {LinkDescription} link was detected. The Estimated bandwidth is {BandwidthInkbps} kbps. The slow link threshold is {ThresholdInkbps} kbps.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5315,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Next policy processing for {PrincipalSamName} will be attempted in {NextPolicyApplicationTime} {NextPolicyApplicationTimeUnit}.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5315
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Next policy processing for {PrincipalSamName} will be attempted in {NextPolicyApplicationTime} {NextPolicyApplicationTimeUnit}.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5320,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,{InfoDescription},"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5320
Level:         Information
Computer:      WKS-0142.corp.local
Description:
{InfoDescription}","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5321,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,{InfoDescription} Parameter: {OperationParameter1},"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5321
Level:         Information
Computer:      WKS-0142.corp.local
Description:
{InfoDescription} Parameter: {OperationParameter1}","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
5322,Microsoft-Windows-GroupPolicy/Operational,Microsoft-Windows-GroupPolicy,Microsoft-Windows-GroupPolicy,,Group Policy waited for {TimeWaitedAtStartup} milliseconds for the network subsystem at computer boot.,"Log Name:      Microsoft-Windows-GroupPolicy/Operational
Source:        Microsoft-Windows-GroupPolicy
Event ID:      5322
Level:         Information
Computer:      WKS-0142.corp.local
Description:
Group Policy waited for {TimeWaitedAtStartup} milliseconds for the network subsystem at computer boot.","Full Windows Server 2019 (1809, build 17763.1457) ETW event manifest export (security/audit-relevant channels only; the same file also covers ~700 other non-security providers not ingested into this catalogue)",,template,,,,"{""header"":{""log_name"":""string"",""source"":""string"",""event_id"":""integer"",""level"":""enum"",""computer"":""string"",""description"":""string""}}",,,
